year,baseline_region,site,species,site_counts_total,density_60m2_mean,density_60m2_sd,density_m2_mean,density_m2_sd
2020,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,152,25.333333333333332,21.087120871912948,0.4222222222222222,0.3514520145318824
2020,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,9769,1628.1666666666665,1643.0552536864566,27.136111111111113,27.384254228107615
2020,CENTRAL,PINOS,Mesocentrotus franciscanus,163,27.166666666666668,17.42890319746675,0.4527777777777778,0.29048171995777916
2020,CENTRAL,PINOS,Strongylocentrotus purpuratus,5029,838.1666666666666,479.5161797756846,13.969444444444445,7.991936329594743
2020,CENTRAL,SIREN,Mesocentrotus franciscanus,614,102.33333333333334,99.88526751561848,1.7055555555555557,1.6647544585936414
2020,CENTRAL,SIREN,Strongylocentrotus purpuratus,4209,701.5,151.25309914180272,11.691666666666666,2.5208849856967124
2020,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,317,52.833333333333336,29.620375869773607,0.8805555555555555,0.4936729311628934
2020,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,7596,1266,833.7107412046458,21.1,13.895179020077434
2020,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,259,43.16666666666667,41.75364255567012,0.7194444444444444,0.695894042594502
2020,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,14052,2342,2720.5198032728968,39.03333333333333,45.34199672121495
2020,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,281,46.833333333333336,11.872938417538712,0.7805555555555556,0.19788230695897854
2020,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,13006,2167.6666666666665,1777.1142525641583,36.12777777777778,29.618570876069306
2020,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,507,84.5,15.122830422906949,1.4083333333333332,0.25204717371511587
2020,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,11236,1872.6666666666665,2012.7170359160443,31.211111111111112,33.545283931934065
2021,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,365,91.25,50.394278775802846,1.5208333333333333,0.8399046462633808
2021,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,5214,1303.5,1168.237561457429,21.725,19.470626024290485
2021,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,198,33,9.186947262284681,0.55,0.15311578770474468
2021,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,5286,881,478.9876825138617,14.683333333333334,7.983128041897695
2021,CENTRAL,BUTTERFLY_DC,Mesocentrotus franciscanus,81,13.5,10.894952959971878,0.225,0.18158254933286466
2021,CENTRAL,BUTTERFLY_DC,Strongylocentrotus purpuratus,2253,375.5,385.13257457659955,6.258333333333333,6.418876242943326
2021,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,216,36,21.808255317654368,0.6,0.3634709219609061
2021,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,5015,835.8333333333333,1286.3944055641205,13.930555555555555,21.439906759402003
2021,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,731,121.83333333333334,105.29276644986903,2.0305555555555554,1.7548794408311505
2021,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,5511,918.5,437.80395155822885,15.308333333333334,7.296732525970481
2021,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,374,74.8,69.70437575934527,1.2466666666666666,1.1617395959890877
2021,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,7385,1230.8333333333335,1319.6625957670644,20.51388888888889,21.994376596117743
2021,CENTRAL,CYPRESS_PT_DC,Mesocentrotus franciscanus,75,18.75,2.753785273643051,0.3125,0.045896421227384174
2021,CENTRAL,CYPRESS_PT_DC,Strongylocentrotus purpuratus,1304,326,114.52801695072986,5.433333333333334,1.9088002825121646
2021,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,352,58.666666666666664,33.67293670986638,0.9777777777777777,0.5612156118311062
2021,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,12211,2035.1666666666665,2042.5992672736047,33.919444444444444,34.04332112122675
2021,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,87,21.75,22.85278976405288,0.3625,0.3808798294008813
2021,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,1781,296.83333333333337,276.16474551735723,4.947222222222222,4.60274575862262
2021,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,40,20,5.656854249492381,0.33333333333333337,0.09428090415820635
2021,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,545,272.5,14.849242404917497,4.541666666666666,0.247487373415292
2021,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,646,107.66666666666667,53.50763185440621,1.7944444444444443,0.8917938642401035
2021,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,2584,430.6666666666667,292.96803011022666,7.177777777777778,4.882800501837111
2021,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,574,95.66666666666667,41.78835563487353,1.5944444444444443,0.6964725939145588
2021,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,4176,696,599.60253501799,11.6,9.993375583633169
2021,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,1230,205,401.6759888268155,3.4166666666666665,6.6945998137802585
2021,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,2912,485.3333333333333,354.9972769848618,8.088888888888889,5.916621283081029
2021,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,335,83.75,48.733116734584776,1.3958333333333333,0.8122186122430795
2021,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,4813,802.1666666666666,1413.879120245669,13.369444444444444,23.564652004094476
2021,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,459,91.8,52.741824010930834,1.53,0.8790304001821805
2021,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,8842,1473.6666666666665,1940.7638358818074,24.561111111111114,32.34606393136345
2021,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,354,59,34.97427626127523,0.9833333333333333,0.5829046043545871
2021,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,5540,923.3333333333333,754.006542854017,15.38888888888889,12.566775714233618
2021,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,379,63.166666666666664,21.11318703243702,1.0527777777777778,0.351886450540617
2021,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,5383,897.1666666666666,689.2968639611431,14.952777777777778,11.488281066019054
2021,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,570,95,20.83266665599966,1.5833333333333333,0.34721111093332757
2021,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,5097,849.5,726.1203068362707,14.158333333333333,12.102005113937846
2021,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,313,52.166666666666664,32.03383627770278,0.8694444444444445,0.5338972712950463
2021,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,6438,1073,945.7794668948993,17.883333333333333,15.762991114914987
2021,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,62,15.5,5.5677643628300215,0.2583333333333333,0.0927960727138337
2021,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,1543,385.75,460.6888863430504,6.429166666666666,7.678148105717506
2021,CENTRAL,PINOS,Mesocentrotus franciscanus,327,81.75,39.73558438813586,1.3625,0.6622597398022645
2021,CENTRAL,PINOS,Strongylocentrotus purpuratus,3183,795.75,304.15497694432025,13.2625,5.069249615738672
2021,CENTRAL,SIREN,Mesocentrotus franciscanus,453,75.5,67.61878437239167,1.2583333333333333,1.126979739539861
2021,CENTRAL,SIREN,Strongylocentrotus purpuratus,5794,965.6666666666667,863.9529308166427,16.094444444444445,14.399215513610711
2021,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,356,59.33333333333333,40.85910751187141,0.9888888888888888,0.6809851251978567
2021,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,8260,1376.6666666666665,1827.4804148517342,22.944444444444446,30.458006914195572
2021,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,357,59.5,50.694181125647944,0.9916666666666667,0.844903018760799
2021,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,3700,616.6666666666666,353.87436565349947,10.277777777777779,5.897906094224991
2021,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,323,53.833333333333336,26.821011663743533,0.8972222222222223,0.44701686106239225
2021,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,7298,1216.3333333333333,1110.0266062877351,20.272222222222222,18.50044343812892
2021,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,345,57.5,26.643948656308435,0.9583333333333333,0.44406581093847386
2021,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,9938,1656.3333333333333,1350.891063952481,27.605555555555554,22.51485106587469
2022,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,402,67,62.81401117585152,1.1166666666666667,1.046900186264192
2022,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,13527,2254.5,1631.892612888483,37.575,27.198210214808046
2022,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,70,14,14.66287829861518,0.23333333333333334,0.24438130497691968
2022,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,1172,195.33333333333334,82.83879928310566,3.2555555555555555,1.3806466547184275
2022,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,156,31.2,36.3620681480028,0.52,0.60603446913338
2022,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,4911,818.5,939.6339180766092,13.641666666666666,15.66056530127682
2022,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,368,92,70.14746372226631,1.5333333333333332,1.169124395371105
2022,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,2299,383.1666666666667,283.78119505468766,6.386111111111111,4.729686584244794
2022,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,208,34.666666666666664,26.242459234352765,0.5777777777777778,0.43737432057254616
2022,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,13562,2260.333333333333,2422.308210502261,37.672222222222224,40.37180350837102
2022,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,72,14.4,7.92464510246358,0.24,0.132077418374393
2022,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,4788,798,612.5951354687694,13.3,10.209918924479492
2022,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,54,13.5,11.789826122551595,0.225,0.19649710204252663
2022,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,11424,2856,3844.5832890791517,47.599999999999994,64.0763881513192
2022,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,644,107.33333333333333,52.39720094305293,1.788888888888889,0.8732866823842156
2022,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,4958,826.3333333333333,964.7212378022299,13.772222222222222,16.078687296703833
2022,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,383,63.833333333333336,25.03930243969801,1.0638888888888889,0.41732170732830015
2022,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,4387,731.1666666666667,767.1128773959323,12.186111111111112,12.785214623265539
2022,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,221,55.25,38.48268008684773,0.9208333333333333,0.641378001447462
2022,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,1512,302.4,204.83237048865104,5.04,3.4138728414775175
2022,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,137,34.25,22.86737122335374,0.5708333333333333,0.3811228537225623
2022,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,2181,545.25,559.9448633570987,9.0875,9.332414389284981
2022,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,309,51.5,58.39434904166669,0.8583333333333334,0.9732391506944449
2022,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,4199,699.8333333333334,538.7531593101489,11.663888888888888,8.979219321835815
2022,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,536,89.33333333333333,50.11453548289823,1.488888888888889,0.835242258048304
2022,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,13262,2210.3333333333335,2073.56472449419,36.83888888888889,34.55941207490317
2022,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,514,85.66666666666667,19.449078812804135,1.4277777777777778,0.32415131354673554
2022,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,9092,1515.3333333333335,1372.266980826496,25.255555555555553,22.871116347108263
2022,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,107,21.4,20.525593779474445,0.35666666666666663,0.3420932296579074
2022,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,1759,351.8,278.26821593563284,5.863333333333333,4.637803598927214
2022,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,13,3.25,0.9574271077563381,0.05416666666666667,0.015957118462605634
2022,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,875,145.83333333333334,124.42574760340669,2.4305555555555554,2.073762460056778
2022,CENTRAL,PINOS,Mesocentrotus franciscanus,287,57.4,42.72352981671809,0.9566666666666667,0.7120588302786349
2022,CENTRAL,PINOS,Strongylocentrotus purpuratus,12055,2009.1666666666665,1670.4404708539203,33.48611111111111,27.840674514232003
2022,CENTRAL,SIREN,Mesocentrotus franciscanus,739,123.16666666666667,98.69836202625993,2.0527777777777776,1.6449727004376655
2022,CENTRAL,SIREN,Strongylocentrotus purpuratus,2001,333.5,368.2508655794308,5.558333333333334,6.137514426323847
2022,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,194,32.333333333333336,18.29389697868299,0.5388888888888889,0.3048982829780499
2022,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,5096,849.3333333333333,1045.9213482220673,14.155555555555557,17.432022470367787
2022,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,374,93.5,29.03446228191595,1.5583333333333333,0.4839077046985992
2022,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,2361,393.5,430.6352284706861,6.558333333333334,7.177253807844768
2022,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,216,36,17.549928774784245,0.6,0.2924988129130707
2022,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,6982,1163.6666666666667,920.5921282884548,19.394444444444446,15.343202138140914
2022,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,655,109.16666666666666,106.33798317942026,1.8194444444444444,1.7722997196570043
2022,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,11386,1897.6666666666667,2115.1653993639993,31.627777777777776,35.25275665606666
2023,CENTRAL,BLUEFISH_DC,Mesocentrotus franciscanus,321,64.2,37.89722945018541,1.07,0.6316204908364235
2023,CENTRAL,BLUEFISH_DC,Strongylocentrotus purpuratus,2890,481.6666666666667,234.9439649505104,8.027777777777779,3.9157327491751732
2023,CENTRAL,BLUEFISH_UC,Mesocentrotus franciscanus,203,33.833333333333336,16.940090515303233,0.5638888888888889,0.2823348419217206
2023,CENTRAL,BLUEFISH_UC,Strongylocentrotus purpuratus,14691,2448.5,2580.6071184897555,40.80833333333334,43.01011864149593
2023,CENTRAL,BUTTERFLY_DC,Mesocentrotus franciscanus,212,35.333333333333336,29.466365005997375,0.5888888888888889,0.4911060834332895
2023,CENTRAL,BUTTERFLY_DC,Strongylocentrotus purpuratus,3169,528.1666666666666,361.22758292614736,8.802777777777777,6.0204597154357895
2023,CENTRAL,BUTTERFLY_UC,Mesocentrotus franciscanus,157,31.4,18.03607496103296,0.5233333333333333,0.30060124935054927
2023,CENTRAL,BUTTERFLY_UC,Strongylocentrotus purpuratus,3138,523,387.5007096767695,8.716666666666667,6.458345161279491
2023,CENTRAL,CANNERY_DC,Mesocentrotus franciscanus,177,35.4,43.25852517134628,0.5900000000000001,0.7209754195224382
2023,CENTRAL,CANNERY_DC,Strongylocentrotus purpuratus,2516,419.33333333333337,602.7094380102792,6.988888888888889,10.045157300171322
2023,CENTRAL,CANNERY_UC,Mesocentrotus franciscanus,47,7.833333333333334,5.344779384283945,0.13055555555555556,0.08907965640473241
2023,CENTRAL,CANNERY_UC,Strongylocentrotus purpuratus,1710,285,180.87343641342142,4.75,3.014557273557024
2023,CENTRAL,CYPRESS_PT_DC,Mesocentrotus franciscanus,134,22.333333333333332,20.036633117035073,0.37222222222222223,0.33394388528391794
2023,CENTRAL,CYPRESS_PT_DC,Strongylocentrotus purpuratus,2431,405.1666666666667,220.1448765396703,6.752777777777777,3.669081275661171
2023,CENTRAL,HOPKINS_DC,Mesocentrotus franciscanus,323,53.833333333333336,36.95628047662084,0.8972222222222223,0.6159380079436807
2023,CENTRAL,HOPKINS_DC,Strongylocentrotus purpuratus,4865,810.8333333333334,465.310828013562,13.51388888888889,7.7551804668927
2023,CENTRAL,HOPKINS_UC,Mesocentrotus franciscanus,88,14.666666666666668,17.01371995380983,0.24444444444444444,0.2835619992301638
2023,CENTRAL,HOPKINS_UC,Strongylocentrotus purpuratus,2744,457.33333333333337,343.24141164298146,7.622222222222223,5.720690194049691
2023,CENTRAL,LONE_TREE,Mesocentrotus franciscanus,101,20.2,12.111977542911811,0.33666666666666667,0.2018662923818635
2023,CENTRAL,LONE_TREE,Strongylocentrotus purpuratus,4864,810.6666666666666,485.04130408313335,13.511111111111111,8.08402173471889
2023,CENTRAL,LOVERS_DC,Mesocentrotus franciscanus,694,115.66666666666666,104.3545239396293,1.927777777777778,1.7392420656604886
2023,CENTRAL,LOVERS_DC,Strongylocentrotus purpuratus,3127,521.1666666666666,403.9348544835747,8.686111111111112,6.732247574726245
2023,CENTRAL,LOVERS_UC,Mesocentrotus franciscanus,497,82.83333333333333,48.754145122919205,1.3805555555555555,0.8125690853819867
2023,CENTRAL,LOVERS_UC,Strongylocentrotus purpuratus,3703,617.1666666666666,650.876153094171,10.286111111111111,10.847935884902851
2023,CENTRAL,MACABEE_DC,Mesocentrotus franciscanus,73,18.25,12.311918344975057,0.30416666666666664,0.20519863908291758
2023,CENTRAL,MACABEE_DC,Strongylocentrotus purpuratus,790,158,101.96568050084302,2.6333333333333333,1.699428008347384
2023,CENTRAL,MACABEE_UC,Mesocentrotus franciscanus,268,89.33333333333333,75.36798613027506,1.488888888888889,1.256133102171251
2023,CENTRAL,MACABEE_UC,Strongylocentrotus purpuratus,1977,395.4,444.08816692184,6.59,7.401469448697332
2023,CENTRAL,MONASTERY_DC,Mesocentrotus franciscanus,273,45.5,33.7564808592365,0.7583333333333333,0.5626080143206083
2023,CENTRAL,MONASTERY_DC,Strongylocentrotus purpuratus,13721,2286.8333333333335,2083.4170409849935,38.11388888888889,34.723617349749894
2023,CENTRAL,MONASTERY_UC,Mesocentrotus franciscanus,377,62.833333333333336,34.236919643371344,1.0472222222222223,0.5706153273895225
2023,CENTRAL,MONASTERY_UC,Strongylocentrotus purpuratus,7555,1259.1666666666667,1109.3483522621138,20.986111111111114,18.489139204368563
2023,CENTRAL,OTTER_PT_DC,Mesocentrotus franciscanus,682,113.66666666666667,79.21279357948858,1.8944444444444444,1.3202132263248094
2023,CENTRAL,OTTER_PT_DC,Strongylocentrotus purpuratus,9324,1554,1092.3785058302822,25.9,18.206308430504706
2023,CENTRAL,OTTER_PT_UC,Mesocentrotus franciscanus,859,143.16666666666666,49.68064680201604,2.386111111111111,0.8280107800336006
2023,CENTRAL,OTTER_PT_UC,Strongylocentrotus purpuratus,4520,753.3333333333333,750.7318207367174,12.555555555555555,12.512197012278621
2023,CENTRAL,PESCADERO_DC,Mesocentrotus franciscanus,137,34.25,27.25649769626807,0.5708333333333334,0.45427496160446784
2023,CENTRAL,PESCADERO_DC,Strongylocentrotus purpuratus,1075,179.16666666666666,108.7518582216721,2.986111111111111,1.8125309703612014
2023,CENTRAL,PESCADERO_UC,Mesocentrotus franciscanus,189,37.8,53.37321425584185,0.6300000000000001,0.8895535709306975
2023,CENTRAL,PESCADERO_UC,Strongylocentrotus purpuratus,2916,486,322.9990712060949,8.1,5.3833178534349155
2023,CENTRAL,PINOS,Mesocentrotus franciscanus,245,40.833333333333336,29.512144392887933,0.6805555555555556,0.4918690732147989
2023,CENTRAL,PINOS,Strongylocentrotus purpuratus,7406,1234.3333333333333,624.8320307624016,20.572222222222223,10.413867179373359
2023,CENTRAL,SIREN,Mesocentrotus franciscanus,902,180.4,225.97743250156643,3.006666666666667,3.7662905416927734
2023,CENTRAL,SIREN,Strongylocentrotus purpuratus,2922,487,437.0386710578367,8.116666666666665,7.283977850963945
2023,CENTRAL,STILLWATER_DC,Mesocentrotus franciscanus,51,8.5,4.929503017546495,0.14166666666666666,0.08215838362577492
2023,CENTRAL,STILLWATER_DC,Strongylocentrotus purpuratus,3662,610.3333333333333,1183.7578581224568,10.17222222222222,19.729297635374284
2023,CENTRAL,STILLWATER_UC,Mesocentrotus franciscanus,269,53.8,40.85584413520298,0.8966666666666666,0.6809307355867165
2023,CENTRAL,STILLWATER_UC,Strongylocentrotus purpuratus,5361,893.5,1054.6942210896957,14.891666666666667,17.578237018161598
2023,CENTRAL,WESTON_DC,Mesocentrotus franciscanus,174,43.5,11.387127235025815,0.725,0.18978545391709692
2023,CENTRAL,WESTON_DC,Strongylocentrotus purpuratus,10512,1752,1007.6453741272273,29.200000000000003,16.794089568787122
2023,CENTRAL,WESTON_UC,Mesocentrotus franciscanus,235,39.166666666666664,28.145455524234578,0.6527777777777778,0.4690909254039097
2023,CENTRAL,WESTON_UC,Strongylocentrotus purpuratus,10045,1674.1666666666667,1183.1668380522954,27.90277777777778,19.719447300871593
